STATION,STNAME,SHORTNAME,ZONE,EASTING,NORTHING,GRDATUM,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVACC,FIELD,LAB,ACTIVE,COMMENCED,CEASED,REGION,CATCHAREA
407318,LOCARNO SPRINGS @ HEPBURN SPRINGS,LOCARNO SPRINGS,55,246600.000,5867500.000,NULL,-37.304497780,144.140928700,NULL,1,.000,1,N,N,0,2002-04-11,2005-07-12,407,.00000
407319,HEPBURN LAGOON OUTFALL CREEK,HEPBURN LAGOON O/F C,54,764844.000,5860355.000,UTM,-37.365625630,143.990586000,WGS84,9,.000,1,Y,N,1,2006-06-29,NULL,407,.00000
407320,LODDON RIVER D/S LODDON WEIR,LODDON D/S LODD WEIR,54,757608.000,5977248.500,UTM,-36.315253000,143.869351000,WGS84,9,111.000,9,n,N,0,2007-04-20,2014-07-11,407,.00000
407321,LODDON RIVER @ TURNERS CROSSING,LODDON R @ TURNERS,54,767638.000,5957593.000,UTM,-36.489479700,143.987708500,WGS84,9,126.000,9,n,N,0,2007-04-20,2014-06-16,407,.00000
407322,TULLAROOP CREEK @ MULLINS ROAD,TULLAROOP @ MULLINS,54,754181.800,5909898.000,UTM,-36.922577000,143.853511000,WGS84,9,174.000,9,Y,N,0,2007-04-20,2015-07-14,407,.00000
407323,LODDON RIVER @ YANDO ROAD,LODDON R @ YANDO RD,54,754834.000,6006431.000,UTM,-36.053214420,143.829015010,WGS84,9,93.000,9,Y,N,1,2007-04-19,NULL,407,.00000
407324,CRESWICK CREEK @ COSGROVE RESERVOIR,CRESWICK C COSGROVE,54,759755.900,5851737.500,MGA94,-37.444767650,143.936245400,GDA94,9,.000,1,N,N,1,2007-12-05,NULL,407,NULL
407326,DOCTORS CREEK @ LEXTON RES. H.G.,LEXTON RES. H.G.,54,725610.551,5871082.015,UTM,-37.279400000,143.544740000,WGS84,NULL,400.000,NULL,y,N,1,2009-06-26,NULL,407,NULL
407327,KANGAROO CREEK @ BULLARTO RES. H.G.,BULLARTO RES. H.G.,55,255620.900,5859603.000,MGA94,-37.378142000,144.239983000,GDA94,1,.000,NULL,N,N,1,2009-05-22,NULL,407,NULL
407330,GUNBOWER CREEK @ COHUNA WEIR POOL,GUNBOWER CK COHUNA W,55,248977.000,6033828.000,MGA94,-35.807609220,144.221884220,AGD66,NULL,.000,NULL,y,N,0,2012-07-20,2014-05-26,407,NULL
407331,GUNBOWER CREEK @ YARRAN OFFTAKE,GUNBOWER YARRAN O/T,55,249790.000,6038593.000,MGA94,-35.764904530,144.232361610,AGD66,NULL,.000,NULL,y,N,0,2012-07-20,2014-06-06,407,NULL
407332,GUNBOWER CREEK @ CONDIDORIOS BRIDGE,GUNBOWER CONDIDORIOS,55,240401.000,6051193.000,MGA94,-35.649007200,144.132691500,AGD66,9,.000,0,y,N,1,2012-07-20,NULL,407,NULL
407333,MCCALLUM'S CREEK @ EVANSFORD RES. H.G.,MCCALLUMS C EVAN RES,54,735328.200,5871234.500,UTM,-37.275620720,143.654195300,GDA94,NULL,.000,NULL,N,N,1,2010-06-28,NULL,407,NULL
407334,STONY CREEK @ TALBOT RES. H.G.,STONY C TABLOT RES.,54,734191.733,5874158.331,UTM,-37.249580000,143.640470000,WGS84,NULL,.000,NULL,N,N,1,2010-06-29,NULL,407,NULL
407335,CENTENARY RESERVOIR HEAD GAUGE,CENTENARY RES HG,54,743093.792,5893350.152,AMG66,-37.074531000,143.734516000,WGS84,NULL,.000,NULL,N,N,1,2011-11-22,NULL,407,NULL
407336,GUNBOWER FOREST OUTFALL AT CHINAMAN BEND,GUNBOWER O/F CHINA'M,55,241380.000,6050381.000,MGA94,-35.656452780,144.143247200,GDA94,NULL,.000,NULL,N,N,1,2012-04-11,NULL,407,NULL
407337,LITTLE GUNBOWER LAGOON @ BIRD COLONY,LT GUNBOWER LAGOON,55,246048.000,6045474.000,UTM,-35.701854950,144.193206070,GDA94,NULL,.000,NULL,y,N,1,2012-08-06,NULL,407,NULL
407338,YARRAN CREEK @ GUNBOWER CREEK OFFTAKE,YARREN CK @ GUNBOWER,55,249808.000,6038618.000,MGA94,-35.764683960,144.232568300,GDA94,9,.000,0,y,N,1,2012-10-23,NULL,407,NULL
407339,REEDY CREEK @ GUNBOWER CREEK OFFTAKE,REEDY CK @ GUNBOWER,55,245940.000,6041589.000,MGA94,-35.736937060,144.190770360,GDA94,9,.000,0,Y,N,1,2012-08-30,NULL,407,NULL
407340,BLACK SWAMP @ GUNBOWER CREEK OFFTAKE,BLACK SWAMP @ GBOWER,55,244706.000,6044456.000,MGA94,-35.710799340,144.178051790,GDA94,9,.000,0,Y,N,1,2012-08-15,NULL,407,NULL
407341,HEPPELL LAGOON @ HEPPELL ROAD,LAGOON @ HEPPELL RD,55,274360.700,6013103.400,MGA94,-36.000448000,144.496681000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407342,HEPPELL LAGOON @ CORDELL ISLAND,HEPPELL @ CORDELL IS,55,273592.800,6013534.400,MGA94,-35.996388000,144.488292000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407343,HEART LAGOON @ DIRT TRACK,HEART LAGOON DIRT TK,55,273135.000,6015395.000,MGA94,-35.979523000,144.483750000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407344,HEART LAGOON @ HEADWORKS ROAD,HEART LG HEADWORKS R,55,272247.600,6015300.100,MGA94,-35.980171000,144.473889000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407345,UREGULATED LAGOON OFF HEADWORKS ROAD,UNREGULATED LG H/W'S,55,272022.700,6014914.500,MGA94,-35.983592000,144.471286000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407346,SPLATTS LAGOON @ PATHO CEMETERY ROAD,SPLATTS LG CEMENTRY,55,272157.700,6012995.500,MGA94,-36.000908000,144.472230000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407347,SPLATTS LG @ CNR PATHO CEMETERY RD & TORRUMBARRY W. RD,SPLATTS LG ROADS CNR,55,270842.700,6013554.500,MGA94,-35.995565000,144.457816000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407348,SPLATTS LAGOON @ MCGILLVRAYS,SPLATTS LG MCGILLVRA,55,269897.700,6012478.500,MGA94,-36.005034000,144.447029000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407349,TURNERS LAGOON @ MAYERS LANE,TURNERS LG MAYERS LA,55,268439.100,6013161.400,MGA94,-35.998537000,144.431060000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407350,TURNERS LAGOON @ PHYLAND ROAD,TURNERS LG PHYLAND R,55,266826.600,6014383.300,MGA94,-35.987148000,144.413547000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407351,PHYLAND LAGOON @ GIBBON ROAD,PHYLAND LG GIBBON RD,55,266918.000,6015559.800,MGA94,-35.976573000,144.414906000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407352,LONGMORE LAGOON @ GIBBON ROAD,LONGMORE LG GIBBON R,55,265892.700,6014844.400,MGA94,-35.982771000,144.403333000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407353,LONGMORE LAGOON @ RANKINS,LONGMORE LG RANKINS,55,265926.300,6017368.000,MGA94,-35.960050000,144.404450000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407354,LONGMORE LAGOON @ FRACARO ROAD,LONGMORE LG FRACARO,55,264870.200,6017011.500,MGA94,-35.963007000,144.392645000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407355,UPPER GUNBOWER LAGOON @ FOX ISLAND ROAD,UP G'BOWER L FOX IS,55,263979.100,6018859.200,MGA94,-35.946150000,144.383322000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407356,UPPER GUNBOWER LAGOON @ ISLAND SCHOOL ROAD,UP G'BOWER L SCHOOL,55,264800.100,6020797.700,MGA94,-35.928889000,144.392990000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407357,GUM LAGOON @ LAGOON ROAD,GUM LG LAGOON RD,55,263462.700,6019854.500,MGA94,-35.937061000,144.377899000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407358,COCKATOO LAGOON @ CNR LAGOON RD & DICKSON RD,COCKATOO LG R'DS CNR,55,261354.000,6020945.200,MGA94,-35.926725000,144.354873000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407359,COCKATOO LAGOON @ CNR THOMPSONS BRIDGE ROAD,COCKATOO LG THOMP BR,55,262345.200,6022763.300,MGA94,-35.910592000,144.366392000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407360,TAYLOR LAGOON @ BATEMAN'S ROAD,TAYLOR LG BATEMAN RD,55,257714.800,6029241.600,MGA94,-35.851111000,144.317099000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407361,TAYLOR LAGOON @ W TAYLORS ROAD,TAYLOR LG T'LORS RD,55,256872.800,6029174.500,MGA94,-35.851507000,144.307764000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407362,SAFES LAGOON @ SAFES ROAD,SAFES LG AT SAFES RD,55,242734.500,6046819.600,MGA94,-35.689002000,144.157040000,GDA94,NULL,.000,NULL,N,Y,1,2012-12-01,NULL,407,NULL
407363,GREENS LAGOON @ FIFE SLEEPER TRACK,GREENS LAGOON,55,251189.000,6039280.000,MGA94,-35.759072480,144.248033520,GDA94,NULL,.000,NULL,Y,N,0,2012-10-18,2014-03-24,407,NULL
407365,CHARCOAL SWAMP AT WEE WEE RUP TRACK IN GUNBOWER FOREST,CHARCOAL SWAMP,55,253577.000,6039401.000,MGA94,-35.758583960,144.274456200,GDA94,NULL,.000,NULL,N,N,0,2014-05-13,2015-03-24,407,NULL
407366,LITTLE REEDY LAGOON IN GUNBOWER FOREST,LITTLE REEDY LAGOON,55,253056.000,6038400.000,MGA94,-35.767468320,144.268391170,GDA94,NULL,.000,NULL,N,N,1,2014-05-13,NULL,407,NULL
407368,GUNBOWER CREEK 5KM DOWNSTREAM YARRAN REGULATOR,GUNBOWER C YARRAN RE,55,248348.000,6039336.000,MGA94,-35.757845370,144.216661400,GDA94,NULL,.000,NULL,N,N,1,2014-06-16,NULL,407,NULL
407369,SPUR CREEK AT EAST BRANCH,SPUR CK @ E.BRANCH,55,260308.000,6029597.000,MGA94,-35.848547620,144.345893500,GDA94,NULL,.000,NULL,N,N,1,2014-06-19,NULL,407,NULL
407370,SPUR CREEK AT BURKES BRIDGE,SPUR CK @ BURKES BR,55,259300.000,6030559.000,MGA94,-35.839636490,144.335032800,GDA94,NULL,.000,NULL,N,N,0,2014-06-19,2016-09-25,407,NULL
407371,SPUR CREEK AT NURSERY TRACK,SPUR CK @ NURSERY TK,55,258395.000,6033402.000,MGA94,-35.813808860,144.325882400,GDA94,NULL,.000,NULL,N,N,0,2014-06-19,2016-09-24,407,NULL
407372,GUNBOWER CREEK AT COHUNA GOLF COURSE,GUNBOWER COHUNA GOLF,55,249661.000,6038429.000,MGA94,-35.766348640,144.230885000,GDA94,NULL,.000,NULL,N,N,1,2015-07-22,NULL,407,NULL
407373,YARRAN CREEK 100M D/S YARRAN REGULATOR,YARRAN CK D/S REG.,55,249752.000,6038898.000,MGA94,-35.762148100,144.232037000,GDA94,NULL,.000,NULL,N,N,1,2015-07-20,NULL,407,NULL
407374,YARRAN CREEK @ SHILLINGSLAWS REGULATOR,YARRAN SHILLINGSLAW,55,251619.900,6041468.200,MGA94,-35.739475000,144.253472200,GDA94,NULL,.000,NULL,N,N,0,2015-09-14,2017-02-14,407,NULL
407375,GUNBOWER FOREST OUTFALL AT BARHAM CUT,GUNBOWER BARHAM CUT,55,247761.700,6046543.300,MGA94,-35.692788890,144.212447200,GDA94,NULL,.000,NULL,N,N,0,2015-09-18,2017-02-14,407,NULL
407376,SPRING CREEK AT HEPBURN RESERVOIR H.G.,SPRING C HEPBURN RES,55,247972.709,5864948.684,MGA94,-37.327969000,144.155518000,GDA94,NULL,.000,NULL,N,N,1,2016-06-03,NULL,407,NULL
407379,LODDON RIVER AT CANARY ISLAND,LODDON R @ CANARY IS,54,756206.096,6013426.173,MGA94,-35.989988890,143.841980600,GDA94,NULL,.000,NULL,N,N,0,2017-01-24,2017-06-14,407,NULL
407380,TWELVE MILE CREEK @ CANARY ISLAND,TWELVE MILE C CANARY,54,756852.149,6013435.065,MGA94,-35.989738890,143.849136100,GDA94,NULL,.000,NULL,N,N,0,2017-01-25,2017-06-14,407,NULL
407381,SPRING CREEK U/S HEPBURN RESERVOIR,SPRING C U/S HEP. RS,55,248200.460,5864929.217,MGA94,-37.328206000,144.158079000,GDA94,NULL,.000,NULL,N,N,1,2017-05-25,NULL,407,NULL
407382,LODDON RIVER @ DONAGHUES ROAD BRIDGE,LODDON @ DONAGHUES,54,764093.000,6053052.000,MGA94,-35.631075801,143.916279520,WGS84,NULL,.000,NULL,N,N,1,2017-09-14,NULL,407,NULL
407384,GUNBOWER CREEK AT REEDY LAGOON,GUNBOWER C REEDY LAG,55,247424.000,6042772.000,MGA94,-35.726665325,144.207534166,GDA94,NULL,.000,NULL,N,N,1,2018-02-16,NULL,407,NULL
407395,Bendigo Ck @ Leans Road,Leans Rd,55,259517.635,5938049.391,MGA94,-36.672803000,144.308998000,GDA94,9,182.000,NOT,N,N,0,NULL,NULL,407,NULL
407601,KANGAROO LAKE @ MYSTIC PARK,KANGARRO @ MYSTIC PK,54,750257.000,6061539.000,UTM,-35.558119480,143.761014700,WGS84,9,74.000,9,Y,N,1,1971-10-07,NULL,407,.00000
407603,HEPBURN LAGOON (WQ),HEPBURN LAGOON (WQ),55,234732.200,5859310.100,MGA94,-37.374910000,144.004260000,GDA94,1,.000,1,N,N,1,1992-07-29,NULL,407,NULL
407604,NEWLYN RESERVOIR (WQ),NEWLYN RES. (WQ),55,234897.800,5856219.200,MGA94,-37.402780000,144.005020000,GDA94,1,.000,1,N,N,1,1992-07-29,NULL,407,NULL
407608,LAKE MERAN @ WQ MONITORING BUOY,LAKE MERAN WQ BUOY,54,753256.000,6026293.000,MGA94,-35.874891130,143.805192400,GDA94,NULL,.000,NULL,N,N,1,2015-01-30,2016-04-01,407,NULL
407609,BIRCH CREEK @ DEAN RESERVOIR,BIRCH CK @ DEAN RES,55,235834.227,5848063.781,MGA94,-37.476588000,144.012651000,GDA94,NULL,.000,NULL,N,N,1,2017-12-07,NULL,407,NULL
407712,LOCKINGTON MAIN DRAIN @ MURPHY SWAMP,LOCKING.MD.@ MURPHY,55,280883.000,6004403.000,UTM,-36.080182290,144.566583100,WGS84,9,.000,1,Y,Y,1,1979-01-11,NULL,407,.00000
407713,LOCKINGTON MAIN DRAIN @ ROSLYNMEAD,LOCKINGTON ROSLYNMEA,55,277133.400,5998592.500,NULL,-36.131666670,144.523333300,NULL,1,.000,1,N,N,0,1979-02-07,1987-12-17,407,.00000
407714,LOCKINGTON MAIN DRAIN @ PINE GROVE,LOCKINGTON @ PINE,55,271781.500,5990867.500,NULL,-36.200000000,144.461666700,NULL,1,.000,1,N,N,0,1979-01-16,1987-12-17,407,.00000
407715,LOCKINGTON DRAIN NO 2 @ ROSLYNMEAD,LOCKINGTON @ ROSLYN,55,279078.800,5998826.900,NULL,-36.130000000,144.545000000,NULL,1,.000,1,N,N,0,1979-01-12,1987-12-17,407,.00000
407716,LOCKINGTON DRAIN 3 @ KOTTA,LOCKINGTON @ KOTTA,55,274916.000,5991636.000,UTM,-36.193812390,144.496720100,WGS84,9,.000,1,Y,N,1,1979-01-16,NULL,407,.00000
407718,LOCKINGTON DRAIN 1/3 @ KOTTA,LOCKINGTON @ KOTTA,55,276054.100,5988017.700,NULL,-36.226666670,144.508333300,NULL,1,.000,1,N,N,0,1984-08-27,1993-01-05,407,.00000
407719,LOCKINGTON DRAIN 2/3 @ LCOKINGTON,LOCKINGTON DRAIN 2/3,55,277600.700,5984600.200,NULL,-36.257805560,144.524555600,NULL,1,.000,1,N,N,0,1979-01-12,1984-08-27,407,.00000
407720,LOCKINGTON DRAIN 7 @ PINE GROVE,LOCKINGTON @ PINE,55,271347.100,5984564.500,NULL,-36.256666670,144.455000000,NULL,1,.000,1,N,N,0,1979-02-06,1993-01-05,407,.00000
407726,COHUNA DRAIN NO 5 @ U/S OUTFALL TO BARR CK,COHUNA DRAIN NO 5,55,237500.000,6037900.000,NULL,-35.767817280,144.096359600,NULL,1,.000,1,N,N,0,1980-08-19,2003-04-30,407,.00000
407727,COHUNA NO.7 DRAIN @ ISAACS ROAD,COHUNA NO.7 DRAIN,55,239365.200,6036972.400,NULL,-35.776666670,144.116666700,NULL,1,78.000,1,N,N,0,1988-07-21,2002-07-26,407,.00000
407732,PYRAMID NO. 1 DRAIN @ HIRDS SWAMP,PYRAMID 1 @HIR.SWAMP,55,238330.000,6025318.000,UTM,-35.881334690,144.101410200,WGS84,9,.000,1,Y,N,1,1990-03-08,NULL,407,.00000
407735,PYRAMID DRAIN No.2 @ U/S PYRAMID CREEK,PYRAMID DRAIN No.2,55,242473.000,6025615.000,UTM,-35.879758620,144.147347800,WGS84,9,.000,1,Y,N,1,1980-12-15,NULL,407,.00000
407738,DARA FARM COMMUNITY DRAIN @ BORE LINE,DARA @ BORE LINE,55,233200.600,6008400.100,NULL,-36.032277780,144.038972200,NULL,1,.000,1,N,N,0,1990-11-08,2002-06-18,407,.00000
407768,COHUNA DRAIN NO 14 @ TURNOURS ROAD,COHUNA DR 14 TURNOUR,55,247800.000,5926800.000,NULL,-36.770929920,144.174322500,NULL,1,.000,1,N,N,0,1995-04-20,1996-10-31,407,.00000
407770,KERANG STORMWATER DRAIN @ WYNDHAM STREET,KERANG STORMWATER DR,54,763400.000,6041700.000,NULL,-35.733359110,143.912336300,NULL,1,.000,1,N,N,0,1999-10-18,2001-09-03,407,.00000
407779,HIPWELL ROAD CHANNEL AT GUNBOWER CREEK OFFTAKE,HIPWELL RD CHANNEL,55,259245.100,6028862.100,MGA94,-35.854905560,144.333913900,GDA94,NULL,.000,NULL,N,N,1,2014-02-14,NULL,407,NULL
407781,INFLOW FLUME AT MARYBOROUGH WWTP,FLUME MARYBOROUGH TP,54,745558.382,5900951.175,MGA94,-37.005547500,143.759729000,GDA94,NULL,.000,NULL,y,N,1,2016-06-06,NULL,407,NULL
407805,RAINGAUGE AT BULLARTO SOUTH,R/G BULLARTO S,55,253562.700,5855155.300,MGA94,-37.417640000,144.215280000,GDA94,1,.000,1,N,N,1,1998-09-18,NULL,407,NULL
407806,WEATHER STATION AT MARYBOROUGH WWTP,W.S. AT MARYBOROUGH,54,745565.400,5900974.000,MGA94,-37.005340000,143.759800000,GDA94,NULL,.000,NULL,N,N,1,2011-11-20,NULL,407,NULL
407807,WEATHER STATION AT CLUNES WWTP,WS @ CLUNES WWTP,54,750101.600,5871510.700,MGA94,-37.269411110,143.820563900,GDA94,NULL,.000,NULL,N,N,1,2015-04-29,NULL,407,NULL
407808,Rain Gauge @ Sandhurst Reservoir,Sandhurst Res RG,55,254097.392,5919031.691,MGA94,-36.842532000,144.242295000,0,9,312.000,9,N,N,1,2021-07-01,NULL,407,NULL
407809,Rain Gauge @ Specimen Hill Reservoir,Specimen Hill Res RG,55,253877.666,5927841.540,MGA94,-36.763149000,144.242681000,GDA94,9,275.000,9,N,N,1,2021-07-01,NULL,407,NULL
408200,AVOCA RIVER @ COONOOER,AVOCA R @ COONOOER,54,706013.800,5964990.200,MGA94,-36.438090000,143.298390000,GDA94,1,.000,1,Y,Y,1,1909-01-01,NULL,408,2668.00000
408202,AVOCA RIVER @ AMPHITHEATRE,AVOCA @ AMPHITHEATRE,54,713544.000,5882210.000,UTM,-37.182027670,143.405562100,WGS84,9,.000,1,Y,Y,1,1966-11-01,NULL,408,78.00000
408203,AVOCA RIVER @ QUAMBATOOK,AVOCA @ QUAMBATOOK,54,726709.000,6023529.000,UTM,-35.906169220,143.512186500,WGS84,9,.000,1,Y,Y,1,1963-08-29,NULL,408,4740.00000
408204,GLENLOGIE CREEK @ AMPHITHEATRE,GLENLOGIE CREEK,54,713161.000,5882247.200,MGA94,-37.181780000,143.401240000,GDA94,1,.000,1,N,N,0,1966-05-15,1987-06-03,408,54.00000
408206,AVOCA RIVER @ ARCHDALE JUNCTION,AVOCA @ ARCHDALE,54,723072.000,5914974.000,UTM,-36.884738120,143.503093900,WGS84,9,.000,1,Y,N,1,1960-05-25,NULL,408,681.00000
408207,CHERRY TREE CREEK @ ARCHDALE JUNCTION,CHERRY TREE @ARCHDAL,54,721800.000,5915200.000,NULL,-36.883002470,143.488767000,NULL,1,.000,1,N,N,0,1971-04-07,1987-03-24,408,162.00000
408209,AVOCA RIVER @ SANDHILL LAKE ROAD,AVOCA @SANDHILL L RD,54,742797.000,6042220.000,UTM,-35.733973050,143.684611300,WGS84,9,.000,1,Y,N,1,1973-08-08,NULL,408,.00000
408211,AVOCA RIVER @ MOUNT LONARCH,AVOCA @ MT. LONARCH,54,712905.900,5876529.400,NULL,-37.233333330,143.400000000,NULL,1,.000,1,N,N,0,1959-03-03,1966-11-01,408,60.00000
408212,AVOCA RIVER @ CHARLTON,AVOCA @ CHARLTON,54,713606.000,5985265.000,UTM,-36.253802160,143.377465700,WGS84,9,.000,1,Y,N,1,1986-11-12,NULL,408,3833.00000
408213,AVOCA RIVER @ OUTFALL TRESCO PUMPHOUSE,AVOCA R O/F TRESCO,54,743225.000,6071248.000,UTM,-35.472424350,143.680599100,WGS84,9,.000,0,Y,N,1,1998-02-06,NULL,408,.00000
408215,TYRRELL CREEK @ NORTHEAST OF SEA LAKE (WQ),TYRRELL CK SEA LAKE,54,669422.000,6076036.000,UTM,-35.444602110,142.866683700,WGS84,9,.000,1,N,N,0,2005-04-05,2008-07-09,408,NULL
408216,FORREST CREEK @ AMPHITHEATRE RES. H.G.,AMPHITHEATRE RES. HG,54,711076.800,5883248.500,AMG84,-37.173235460,143.377497900,WGS84,NULL,308.000,NULL,N,N,1,2009-06-15,NULL,408,NULL
408217,SUGARLOAF CREEK @ SUGARLOAF RES. H.G.,SUGARLOAF RES. H.G.,54,713455.400,5890878.100,AMG84,-37.103981000,143.402094000,WGS84,9,303.000,9,N,N,1,2009-06-17,NULL,408,NULL
408218,REDBANK CREEK @ REDBANK RESERVOIR H.G.,REDBANK CK RES. HG,54,706189.600,5908088.900,UTM,-36.950591950,143.315677800,AGD66,NULL,.000,NULL,N,N,1,2011-11-22,NULL,408,NULL
408219,AVOCA RIVER AT CHARLTON TOWNSHIP,AVOCA R @ CHARLTON T,54,710988.089,5983865.590,MGA94,-36.267109000,143.348740000,GDA94,NULL,.000,NULL,N,N,1,2016-09-12,NULL,408,NULL
408602,LAKE BAEL BAEL @ BAEL BAEL,LAKE BAEL BAEL,54,748495.000,6049132.000,UTM,-35.670301970,143.745413600,WGS84,9,.000,1,Y,N,1,1899-12-30,NULL,408,.00000
408603,LAKE LOOKOUT @ BAEL BAEL,LAKE LOOKOUT,54,740693.000,6048244.000,UTM,-35.680233940,143.659565800,WGS84,9,.000,1,Y,N,1,1899-12-30,NULL,408,.00000
408604,SAND HILLS LAKE @ SANDHILLL LAKE,SAND HILLS LAKE,54,741306.000,6042674.000,UTM,-35.730250700,143.668004900,WGS84,9,.000,1,Y,N,1,1899-12-30,NULL,408,.00000
408605,LAKE GILMOUR @ BUDGERUM EAST,LAKE GILMOUR,54,737638.000,6036686.000,UTM,-35.785075380,143.629263000,WGS84,9,.000,1,Y,N,1,1899-12-30,NULL,408,.00000
408701,NYAH DRAIN 13 @ RIVER ROAD,NYAH DR 13,54,717103.000,6103092.000,UTM,-35.191590260,143.384498000,WGS84,9,.000,1,N,N,0,1998-04-30,2010-03-30,408,.00000
408702,NYAH DRAIN 11 @ SHOWGROUNDS,NYAH DR 11,54,716615.000,6105805.000,UTM,-35.167253290,143.378429700,WGS84,9,.000,1,N,N,0,1998-05-29,2010-03-30,408,.00000
408703,CHANNEL NO 4/4/21/9 O/FALL @ WOORINEN NORTH,CHANNEL 4/4/21/9 O/F,54,720800.000,6097500.000,ANG,-35.241162390,143.426570700,AGD66,1,.000,1,N,N,0,2001-05-14,2003-11-27,408,.00000
408704,WOORINEN DR NO 1 @ NORTH LAKE,WOORINEN DR1 NTH LK,54,722299.000,6097864.000,UTM,-35.237551830,143.442932800,WGS84,9,.000,0,N,N,0,2001-12-10,2010-03-30,408,.00000
408705,WOORINEN DR NO 2/3 @ SOUTH LAKE,WOORINEN DR2/3 STH L,54,724384.000,6093384.000,UTM,-35.277446050,143.467050400,WGS84,9,.000,0,N,N,0,2001-12-10,2010-03-30,408,.00000
408800,AVOCA RAIN GAUGE @ AVOCA WATER TREATMENT PLANT,AVOCA RAIN GAUGE,54,720666.000,5892563.000,UTM,-37.087136100,143.482673400,WGS84,9,.000,1,y,N,1,2001-06-01,NULL,408,NULL
408801,RAINGAUGE @ BUNG BONG,BUNG BONG RG,54,726750.621,5889971.768,MGA94,-37.109147000,143.551866000,GDA94,NULL,.000,NULL,N,N,1,2017-12-20,NULL,408,NULL
409005,MURRAY RIVER @ BARHAM,MURRAY @ BARHAM,55,239577.000,6053284.000,UTM,-35.629837310,144.124290700,WGS84,9,.000,1,Y,Y,1,1899-12-30,NULL,407,.00000
409011,MURRAY RIVER @ HUME WEIR,MURRAY RV HUME WEIR,55,504912.800,6006170.400,MGA94,-36.088950000,147.054570000,GDA94,1,.000,1,N,Y,1,1991-05-06,NULL,401,NULL
409016,MURRAY RIVER @ HEYWOODS,HEYWOODS,55,502012.700,6004970.300,MGA94,-36.099780000,147.022360000,GDA94,1,.000,1,N,Y,1,1991-05-06,NULL,402,15300.00000
409034,WAKOOL RIVER @ KYALITE,KYALITE,54,726560.000,6129719.000,UTM,-34.949623740,143.481006800,WGS84,9,.000,1,N,Y,1,1990-01-02,NULL,408,.00000
409200,MURRAY RIVER @ ECHUCA,MURRAY @ ECHUCA,55,297262.500,6000409.200,UTM,-36.119716660,144.747327770,WGS84,9,98.000,1,Y,N,1,1865-09-07,NULL,406,.00000
409202,MURRAY RIVER @ TOCUMWAL,MURRAY @ TOCUMWAL,55,369607.000,6035760.000,UTM,-35.813517190,145.556684700,WGS84,9,.000,1,Y,N,1,1908-01-01,NULL,404,29008.00000
409204,MURRAY RIVER @ SWAN HILL,MURRAY @ SWAN HILL,54,733076.000,6087592.000,UTM,-35.327633810,143.564179800,WGS84,9,.000,1,Y,Y,1,1887-11-01,NULL,408,.00000
409206,MURRAY RIVER @ NYAH,MURRAY R @ NYAH,54,716954.000,6105089.000,UTM,-35.173630850,143.382337400,WGS84,9,.000,0,n,y,1,2005-01-24,NULL,408,.00000
409207,MURRAY RIVER @ TORRUMBARRY,TORRUMBARRY,55,271306.048,6019435.951,MGA94,-35.942574000,144.464660000,WGS84,1,.000,1,Y,Y,1,1893-06-01,NULL,407,.00000
409210,MURRAY RIVER @ TOOLEYBUC,MURRAY @ TOOLEYBUC,54,711334.500,6120793.500,NULL,-35.033333330,143.316666700,NULL,1,.000,1,N,N,0,1898-02-01,1908-07-31,408,.00000
409211,MURRAY RIVER @ KOONDROOK,MURRAY @ KOONDROOK,55,240407.400,6052920.000,NULL,-35.633333330,144.133333300,NULL,1,.000,1,N,N,0,1898-09-01,1908-06-30,407,.00000
